id_venta;sucursal;fecha;producto;cantidad;precio_unitario;total;vendedor
V00329;Guayaquil;17/07/2025;Cocineta;3;519,10;1557,30;José Luis Solórzano
V00330;Quito;25/06/2025;Licuadora;2;529,16;1058,32;Ramiro Zambrano
V00331;Cuenca;15/06/2025;Televisión;4;329,42;1317,68;Andrés Villón
V00332;Quito;24/08/2025;Cafetera;4;720,13;2880,52;Ramiro Zambrano
V00333;Quito;15/01/2025;Refrigeradora;2;441,34;882,68;Fernando Peña
V00334;Cuenca;25/07/2025;Microondas;1;257,54;257,54;Lucía Muñoz
V00335;Cuenca;12/04/2025;Refrigeradora;1;67,66;67,66;Ramiro Zambrano
V00336;Quito;12/06/2025;Microondas;1;854,23;854,23;Fernando Peña
V00337;Quito;16/05/2025;Aire Acondicionado;4;562,39;2249,56;María José Andrade
V00338;Guayaquil;19/05/2025;Ventilador;4;179,53;718,12;José Luis Solórzano
V00339;Cuenca;30/05/2025;Cocineta;2;559,06;1118,12;José Luis Solórzano
V00340;Quito;23/07/2025;Licuadora;5;520,25;2601,25;Gabriela Cárdenas
V00341;Quito;18/01/2025;Televisión;1;56,45;56,45;Fernando Peña
V00342;Quito;21/06/2025;Lavadora;1;722,01;722,01;José Luis Solórzano
V00343;Guayaquil;16/05/2025;Cafetera;5;150,87;754,35;Paola Vélez
V00344;Guayaquil;06/06/2025;Cocineta;5;54,10;270,50;Paola Vélez
V00345;Guayaquil;22/04/2025;Aire Acondicionado;5;671,61;3358,05;Fernando Peña
V00346;Guayaquil;17/08/2025;Aire Acondicionado;3;461,19;1383,57;Fernando Peña
V00347;Cuenca;21/05/2025;Ventilador;2;885,20;1770,40;Paola Vélez
V00348;Guayaquil;29/06/2025;Cafetera;2;262,48;524,96;Paola Vélez
V00349;Guayaquil;06/05/2025;Televisión;4;554,40;2217,60;Ramiro Zambrano
V00350;Quito;02/01/2025;Licuadora;3;548,81;1646,43;Fernando Peña
V00351;Guayaquil;10/07/2025;Licuadora;1;116,99;116,99;José Luis Solórzano
V00352;Guayaquil;28/05/2025;Refrigeradora;5;672,11;3360,55;Gabriela Cárdenas
V00353;Cuenca;26/02/2025;Ventilador;4;539,26;2157,04;Paola Vélez
V00354;Cuenca;27/02/2025;Televisión;2;161,56;323,12;María José Andrade
V00355;Guayaquil;10/08/2025;Cocineta;3;24,46;73,38;Ramiro Zambrano
V00356;Guayaquil;04/05/2025;Ventilador;1;335,92;335,92;Fernando Peña
V00357;Quito;02/02/2025;Batidora;3;884,25;2652,75;Ramiro Zambrano
V00358;Cuenca;04/06/2025;Refrigeradora;3;300,86;902,58;María José Andrade
V00359;Guayaquil;14/04/2025;Lavadora;5;293,05;1465,25;Paola Vélez
V00360;Cuenca;12/08/2025;Batidora;3;461,46;1384,38;María José Andrade
V00361;Guayaquil;06/04/2025;Refrigeradora;1;113,99;113,99;Paola Vélez
V00362;Cuenca;10/03/2025;Lavadora;1;757,43;757,43;Paola Vélez
V00363;Quito;16/03/2025;Refrigeradora;2;651,54;1303,08;Lucía Muñoz
V00364;Quito;27/08/2025;Licuadora;3;478,24;1434,72;Gabriela Cárdenas
V00365;Guayaquil;12/03/2025;Lavadora;5;383,81;1919,05;Fernando Peña
V00366;Quito;20/06/2025;Cocineta;1;640,35;640,35;Paola Vélez
V00367;Quito;11/01/2025;Cocineta;1;497,01;497,01;Gabriela Cárdenas
V00368;Guayaquil;29/05/2025;Ventilador;2;413,84;827,68;José Luis Solórzano
V00369;Quito;21/02/2025;Refrigeradora;4;799,51;3198,04;Fernando Peña
V00370;Guayaquil;02/03/2025;Ventilador;5;744,08;3720,40;Fernando Peña
V00371;Guayaquil;11/03/2025;Lavadora;5;890,90;4454,50;María José Andrade
V00372;Quito;28/07/2025;Licuadora;2;335,91;671,82;Andrés Villón
V00373;Cuenca;27/02/2025;Refrigeradora;1;439,28;439,28;Ramiro Zambrano
V00374;Quito;14/08/2025;Batidora;1;215,19;215,19;Ramiro Zambrano
V00375;Guayaquil;06/03/2025;Ventilador;3;399,89;1199,67;Andrés Villón
V00376;Guayaquil;08/08/2025;Microondas;4;448,48;1793,92;María José Andrade
V00377;Guayaquil;15/04/2025;Licuadora;4;36,31;145,24;Paola Vélez
V00378;Guayaquil;06/08/2025;Aire Acondicionado;4;727,02;2908,08;Lucía Muñoz
V00379;Cuenca;10/08/2025;Microondas;1;343,13;343,13;José Luis Solórzano
V00380;Guayaquil;01/05/2025;Licuadora;4;143,55;574,20;Gabriela Cárdenas
V00381;Cuenca;24/03/2025;Cafetera;5;924,39;4621,95;Fernando Peña
V00382;Quito;11/02/2025;Televisión;4;594,34;2377,36;Fernando Peña
V00383;Cuenca;02/03/2025;Lavadora;4;892,44;3569,76;José Luis Solórzano
V00384;Quito;12/07/2025;Microondas;5;326,00;1630,00;Ramiro Zambrano
V00385;Cuenca;10/02/2025;Batidora;4;103,16;412,64;Ramiro Zambrano
V00386;Guayaquil;26/08/2025;Batidora;5;69,22;346,10;Lucía Muñoz
V00387;Quito;21/01/2025;Refrigeradora;2;550,92;1101,84;María José Andrade
V00388;Cuenca;11/02/2025;Lavadora;2;408,73;817,46;Lucía Muñoz
V00389;Guayaquil;05/04/2025;Ventilador;2;638,22;1276,44;María José Andrade
V00390;Guayaquil;04/01/2025;Refrigeradora;790,82;2372,46;Andrés Villón
V00391;Quito;14/04/2025;Cocineta;4;689,07;2756,28;Andrés Villón
V00392;Quito;17/08/2025;Refrigeradora;1;646,81;646,81;Andrés Villón
V00393;Guayaquil;20/01/2025;Lavadora;5;142,08;710,40;José Luis Solórzano
V00394;Guayaquil;04/05/2025;Cafetera;4;748,71;2994,84;Gabriela Cárdenas
V00395;Quito;09/07/2025;Ventilador;1;589,90;589,90;Fernando Peña
V00396;Cuenca;03/07/2025;Televisión;2;360,76;721,52;José Luis Solórzano
V00397;Cuenca;14/05/2025;Cafetera;5;548,45;2742,25;Gabriela Cárdenas
V00398;Cuenca;11/07/2025;Batidora;3;760,38;2281,14;Paola Vélez
V00399;Quito;10/08/2025;Aire Acondicionado;2;136,10;272,20;Lucía Muñoz
V00400;Cuenca;19/01/2025;Televisión;5;165,90;829,50;Ramiro Zambrano
V00401;Guayaquil;23/07/2025;Cocineta;5;928,27;4641,35;Paola Vélez
V00402;Guayaquil;06/08/2025;Cafetera;3;127,41;382,23;Gabriela Cárdenas
V00403;Cuenca;05/08/2025;Microondas;3;522,92;1568,76;Paola Vélez
V00404;Guayaquil;11/02/2025;Ventilador;4;949,21;3796,84;José Luis Solórzano
V00405;Guayaquil;17/02/2025;Ventilador;2;47,00;94,00;María José Andrade
V00406;Cuenca;15/02/2025;Batidora;5;17,14;85,70;Andrés Villón
V00407;Cuenca;28/05/2025;Ventilador;5;850,01;4250,05;María José Andrade
V00408;Guayaquil;20/01/2025;Televisión;5;391,31;1956,55;Fernando Peña
V00409;Quito;12/04/2025;Licuadora;2;574,09;1148,18;José Luis Solórzano
V00410;Quito;11/08/2025;Aire Acondicionado;3;678,58;2035,74;Gabriela Cárdenas
V00411;Quito;07/08/2025;Licuadora;1;454,77;454,77;Fernando Peña
V00412;Quito;17/05/2025;Aire Acondicionado;5;565,80;2829,00;María José Andrade
V00413;Cuenca;22/02/2025;Aire Acondicionado;5;716,59;3582,95;Paola Vélez
V00414;Guayaquil;16/08/2025;Cocineta;1;618,38;618,38;Gabriela Cárdenas
V00415;Cuenca;27/05/2025;Ventilador;1;81,81;81,81;Lucía Muñoz
V00416;Cuenca;08/02/2025;Licuadora;4;23,22;92,88;María José Andrade
V00417;Cuenca;04/08/2025;Microondas;1;380,21;380,21;Fernando Peña
V00418;Guayaquil;06/06/2025;Ventilador;1;636,52;636,52;María José Andrade
V00419;Cuenca;22/08/2025;Batidora;2;241,11;482,22;Ramiro Zambrano
V00420;Cuenca;25/05/2025;Refrigeradora;3;505,63;1516,89;María José Andrade
V00421;Cuenca;05/05/2025;Lavadora;5;782,36;3911,80;Fernando Peña
V00422;Quito;27/06/2025;Cafetera;5;118,94;594,70;Ramiro Zambrano
V00423;Cuenca;21/03/2025;Batidora;1;717,68;717,68;Andrés Villón
V00424;Cuenca;02/08/2025;Televisión;3;64,76;194,28;Fernando Peña
V00425;Cuenca;26/04/2025;Batidora;3;314,66;943,98;Fernando Peña
V00426;Guayaquil;11/02/2025;Televisión;2;636,58;1273,16;Ramiro Zambrano
V00427;Quito;18/04/2025;Cafetera;4;258,34;1033,36;Fernando Peña
V00428;Cuenca;25/07/2025;Aire Acondicionado;4;226,20;904,80;Fernando Peña
V00429;Quito;18/06/2025;Aire Acondicionado;5;387,52;1937,60;Gabriela Cárdenas
V00430;Quito;15/01/2025;Aire Acondicionado;3;172,00;516,00;Gabriela Cárdenas
V00431;Guayaquil;01/05/2025;Microondas;3;274,01;822,03;Ramiro Zambrano
V00432;Quito;23/06/2025;Lavadora;4;141,49;565,96;Lucía Muñoz
V00433;Cuenca;12/06/2025;Cocineta;3;393,01;1179,03;Gabriela Cárdenas
V00434;Quito;14/03/2025;Batidora;5;627,10;3135,50;Andrés Villón
V00435;Quito;24/02/2025;Televisión;3;151,94;455,82;Lucía Muñoz
V00436;Quito;28/08/2025;Televisión;1;580,85;580,85;Paola Vélez
V00437;Quito;02/03/2025;Batidora;5;91,44;457,20;Paola Vélez
V00438;Guayaquil;19/01/2025;Cocineta;3;360,90;1082,70;Lucía Muñoz
V00439;Quito;07/05/2025;Licuadora;1;598,65;598,65;Ramiro Zambrano
V00440;Cuenca;13/08/2025;Microondas;3;466,00;1398,00;María José Andrade
V00441;Guayaquil;14/02/2025;Lavadora;5;597,44;2987,20;Gabriela Cárdenas;
V00442;Cuenca;27/05/2025;Ventilador;2;913,24;1826,48;Andrés Villón
V00443;Cuenca;30/06/2025;Cocineta;5;662,64;3313,20;Lucía Muñoz
V00444;Quito;26/06/2025;Cafetera;1;606,91;606,91;Gabriela Cárdenas
V00445;Quito;04/01/2025;Aire Acondicionado;1;282,70;282,70;Fernando Peña
V00446;Guayaquil;04/05/2025;Aire Acondicionado;3;446,19;1338,57;Paola Vélez
V00447;Quito;06/01/2025;Cafetera;4;537,43;2149,72;Gabriela Cárdenas
V00448;Quito;31/01/2025;Televisión;4;435,56;1742,24;Fernando Peña
V00449;Cuenca;26/01/2025;Televisión;4;190,02;760,08;José Luis Solórzano
V00450;Guayaquil;03/03/2025;Televisión;5;800,15;4000,75;Gabriela Cárdenas
V00451;Cuenca;30/06/2025;Licuadora;5;904,55;4522,75;María José Andrade
V00452;Cuenca;08/08/2025;Lavadora;4;286,57;1146,28;Lucía Muñoz
V00453;Cuenca;31/01/2025;Microondas;5;773,27;3866,35;Gabriela Cárdenas
V00454;Guayaquil;27/07/2025;Lavadora;3;106,78;320,34;José Luis Solórzano
V00455;Guayaquil;21/08/2025;Aire Acondicionado;5;214,70;1073,50;Fernando Peña
V00456;Quito;17/02/2025;Microondas;1;533,20;533,20;Paola Vélez
V00457;Quito;19/08/2025;Televisión;5;267,47;1337,35;Fernando Peña
V00458;Quito;12/08/2025;Televisión;2;748,62;1497,24;Lucía Muñoz
V00459;Guayaquil;14/06/2025;Televisión;3;545,85;1637,55;Paola Vélez
V00460;Guayaquil;17/01/2025;Ventilador;3;771,31;2313,93;Paola Vélez
V00461;Guayaquil;15/03/2025;Cocineta;4;262,61;1050,44;Paola Vélez
V00462;Guayaquil;05/08/2025;Batidora;2;948,46;1896,92;Gabriela Cárdenas
V00463;Cuenca;13/08/2025;Televisión;5;520,35;2601,75;José Luis Solórzano
V00464;Quito;15/02/2025;Televisión;2;856,61;1713,22;Ramiro Zambrano
V00465;Quito;11/07/2025;Televisión;2;447,75;895,50;Lucía Muñoz
V00466;Guayaquil;17/06/2025;Televisión;3;732,45;2197,35;Fernando Peña
V00467;Guayaquil;14/05/2025;Cafetera;4;657,11;2628,44;Paola Vélez
V00468;Quito;11/02/2025;Televisión;2;331,54;663,08;Gabriela Cárdenas
V00469;Quito;24/08/2025;Cafetera;4;554,94;2219,76;Ramiro Zambrano
V00470;Quito;29/06/2025;Refrigeradora;5;80,85;404,25;Andrés Villón
V00471;Cuenca;10/05/2025;Licuadora;5;476,47;2382,35;Paola Vélez
V00472;Cuenca;03/05/2025;Licuadora;2;108,67;217,34;Andrés Villón
V00473;Quito;09/01/2025;Cafetera;1;942,06;942,06;Fernando Peña
V00474;Guayaquil;08/07/2025;Aire Acondicionado;4;930,18;3720,72;María José Andrade
V00475;Cuenca;26/05/2025;Ventilador;5;417,69;2088,45;Gabriela Cárdenas
V00476;Quito;29/04/2025;Cafetera;1;517,06;517,06;Gabriela Cárdenas
V00477;Quito;10/06/2025;Licuadora;2;164,06;328,12;Gabriela Cárdenas
V00478;Quito;27/04/2025;Ventilador;3;548,44;1645,32;Paola Vélez
V00479;Cuenca;13/08/2025;Batidora;5;766,76;3833,80;Fernando Peña
V00480;Guayaquil;08/02/2025;Batidora;1;175,49;175,49;Andrés Villón
V00481;Quito;16/08/2025;Televisión;3;676,46;2029,38;Ramiro Zambrano
V00482;Guayaquil;19/05/2025;Licuadora;5;529,01;2645,05;Andrés Villón
V00483;Guayaquil;15/02/2025;Televisión;3;24,90;74,70;Ramiro Zambrano
V00484;Quito;24/03/2025;Batidora;3;821,64;2464,92;Ramiro Zambrano
V00485;Cuenca;03/03/2025;Licuadora;1;505,96;505,96;Ramiro Zambrano;
V00486;Guayaquil;30/05/2025;Aire Acondicionado;5;915,10;4575,50;Gabriela Cárdenas
V00487;Cuenca;10/07/2025;Microondas;1;302,00;302,00;María José Andrade
V00488;Cuenca;24/07/2025;Cafetera;1;932,88;932,88;Fernando Peña
V00489;Guayaquil;21/03/2025;Refrigeradora;4;265,91;1063,64;José Luis Solórzano
V00490;Cuenca;26/04/2025;Batidora;2;646,22;1292,44;Ramiro Zambrano
V00491;Cuenca;21/08/2025;Ventilador;1;170,94;170,94;Gabriela Cárdenas
V00492;Cuenca;09/02/2025;Microondas;4;300,73;1202,92;María José Andrade
V00493;Quito;21/08/2025;Licuadora;2;866,22;1732,44;Paola Vélez
V00494;Quito;13/04/2025;Lavadora;4;816,86;3267,44;José Luis Solórzano
V00495;Guayaquil;26/05/2025;Aire Acondicionado;4;495,18;1980,72;Andrés Villón
V00496;Cuenca;15/07/2025;Refrigeradora;1;664,96;664,96;María José Andrade
V00497;Quito;08/05/2025;Licuadora;3;696,98;2090,94;Gabriela Cárdenas
V00498;Quito;01/07/2025;Aire Acondicionado;4;753,18;3012,72;Paola Vélez
V00499;Cuenca;19/04/2025;Ventilador;1;169,05;169,05;José Luis Solórzano
V00500;Cuenca;19/01/2025;Cafetera;5;655,59;3277,95;José Luis Solórzano
V00501;Cuenca;27/06/2025;Batidora;5;67,69;338,45;María José Andrade
V00502;Guayaquil;23/07/2025;Batidora;3;26,59;79,77;Ramiro Zambrano
V00503;Cuenca;11/08/2025;Refrigeradora;1;59,14;59,14;Ramiro Zambrano
V00504;Quito;07/01/2025;Microondas;1;255,27;255,27;María José Andrade
V00505;31/01/2025;Cafetera;1;622,08;622,08;María José Andrade
V00506;Quito;15/07/2025;Televisión;3;655,81;1967,43;Andrés Villón
V00507;Guayaquil;22/08/2025;Licuadora;5;278,51;1392,55;Andrés Villón
V00508;Cuenca;08/02/2025;Lavadora;2;299,97;599,94;Fernando Peña
V00509;Quito;16/06/2025;Lavadora;5;626,51;3132,55;Andrés Villón
V00510;Cuenca;11/04/2025;Aire Acondicionado;4;235,54;942,16;María José Andrade
V00511;Guayaquil;15/05/2025;Cocineta;1;456,93;456,93;Fernando Peña
V00512;Cuenca;11/03/2025;Cafetera;5;257,52;1287,60;José Luis Solórzano
V00513;Quito;03/04/2025;Batidora;4;671,72;2686,88;Gabriela Cárdenas
V00514;Guayaquil;26/04/2025;Televisión;2;669,35;1338,70;José Luis Solórzano
V00515;Cuenca;11/04/2025;Batidora;5;212,45;1062,25;Ramiro Zambrano
V00516;Cuenca;25/03/2025;Refrigeradora;2;379,58;759,16;Gabriela Cárdenas
V00517;Cuenca;08/08/2025;Refrigeradora;1;389,68;389,68;Lucía Muñoz
V00518;Quito;18/01/2025;Refrigeradora;4;815,63;3262,52;Ramiro Zambrano;
V00519;Guayaquil;20/07/2025;Cocineta;4;521,61;2086,44;Andrés Villón
V00520;Guayaquil;17/04/2025;Licuadora;5;189,87;949,35;Ramiro Zambrano
V00521;Quito;02/01/2025;Ventilador;4;370,00;1480,00;Ramiro Zambrano
V00522;Quito;09/01/2025;Cafetera;5;197,25;986,25;Fernando Peña
V00523;Guayaquil;07/06/2025;Batidora;2;122,29;244,58;Ramiro Zambrano
V00524;Cuenca;24/07/2025;Batidora;3;658,68;1976,04;Andrés Villón
V00525;Guayaquil;08/01/2025;Ventilador;2;853,67;1707,34;Andrés Villón
V00526;Guayaquil;27/05/2025;Microondas;5;268,30;1341,50;Andrés Villón
V00527;Guayaquil;27/06/2025;Cafetera;4;628,63;2514,52;José Luis Solórzano
V00528;Guayaquil;08/01/2025;Licuadora;1;621,60;621,60;Andrés Villón
V00529;Quito;30/01/2025;Refrigeradora;4;829,42;3317,68;María José Andrade
V00530;Quito;23/03/2025;Refrigeradora;2;143,66;287,32;Gabriela Cárdenas
V00531;Guayaquil;17/08/2025;Lavadora;3;817,16;2451,48;Paola Vélez
V00532;Guayaquil;17/07/2025;Televisión;1;208,58;208,58;Paola Vélez
V00533;Cuenca;28/07/2025;Cocineta;1;938,11;938,11;Andrés Villón
V00534;Guayaquil;21/06/2025;Lavadora;4;101,67;406,68;Ramiro Zambrano
V00535;Guayaquil;30/07/2025;Lavadora;5;423,39;2116,95;María José Andrade
V00536;Quito;27/03/2025;Ventilador;1;72,26;72,26;Andrés Villón
V00537;Cuenca;09/08/2025;Aire Acondicionado;2;51,14;102,28;Fernando Peña
V00538;Guayaquil;16/03/2025;Lavadora;1;74,31;74,31;Paola Vélez
V00539;Cuenca;18/02/2025;Cafetera;1;107,34;107,34;Ramiro Zambrano
V00540;Cuenca;26/08/2025;Cocineta;3;787,37;2362,11;Andrés Villón
V00541;Quito;24/07/2025;Batidora;4;510,43;2041,72;Gabriela Cárdenas
V00542;Cuenca;30/03/2025;Refrigeradora;1;901,28;901,28;Andrés Villón
V00543;Cuenca;03/05/2025;Licuadora;1;26,75;26,75;José Luis Solórzano
V00544;Cuenca;17/01/2025;Televisión;4;600,11;2400,44;Paola Vélez
V00545;Quito;10/02/2025;Licuadora;4;271,94;1087,76;Gabriela Cárdenas
V00546;Guayaquil;08/02/2025;Refrigeradora;5;830,08;4150,40;Lucía Muñoz
V00547;Cuenca;03/01/2025;Lavadora;1;909,47;909,47;Fernando Peña
V00548;Cuenca;05/06/2025;Refrigeradora;4;813,10;3252,40;Ramiro Zambrano
V00549;Quito;31/07/2025;Televisión;3;758,29;2274,87;Ramiro Zambrano
V00550;Guayaquil;01/07/2025;Microondas;5;853,79;4268,95;María José Andrade
V00551;Guayaquil;10/05/2025;Batidora;2;174,86;349,72;José Luis Solórzano
V00552;Quito;20/05/2025;Aire Acondicionado;4;430,77;1723,08;Ramiro Zambrano
V00553;Quito;17/06/2025;Batidora;5;437,02;2185,10;Paola Vélez
V00554;Guayaquil;07/08/2025;Lavadora;1;365,66;365,66;Paola Vélez
V00555;Cuenca;23/05/2025;Ventilador;5;667,90;3339,50;María José Andrade
V00556;Guayaquil;26/02/2025;Ventilador;1;190,66;190,66;Gabriela Cárdenas
V00557;Guayaquil;30/06/2025;Cafetera;2;894,38;1788,76;Fernando Peña
V00558;Cuenca;15/04/2025;Ventilador;3;267,29;801,87;Andrés Villón
V00559;Guayaquil;22/01/2025;Batidora;2;246,49;492,98;José Luis Solórzano
V00560;Guayaquil;03/07/2025;Televisión;3;214,13;José Luis Solórzano
V00561;Quito;28/05/2025;Licuadora;1;783,96;783,96;José Luis Solórzano
V00562;Quito;20/05/2025;Refrigeradora;4;571,70;2286,80;Gabriela Cárdenas
V00563;Cuenca;03/08/2025;Televisión;2;407,65;815,30;Fernando Peña
V00564;Cuenca;20/01/2025;Televisión;5;259,95;1299,75;María José Andrade
V00565;Quito;12/08/2025;Cafetera;3;106,55;319,65;Ramiro Zambrano
V00566;Guayaquil;07/08/2025;Ventilador;2;94,23;188,46;Gabriela Cárdenas
V00567;Guayaquil;03/03/2025;Lavadora;4;948,35;3793,40;Gabriela Cárdenas
V00568;Cuenca;11/01/2025;Ventilador;1;351,94;351,94;Fernando Peña
V00569;Cuenca;25/02/2025;Cafetera;5;128,04;640,20;Andrés Villón
V00570;Quito;23/02/2025;Televisión;5;118,23;591,15;Gabriela Cárdenas
V00571;Guayaquil;03/08/2025;Lavadora;3;747,38;2242,14;Gabriela Cárdenas
V00572;Quito;11/04/2025;Televisión;4;766,47;3065,88;Lucía Muñoz
V00573;Quito;17/08/2025;Lavadora;2;519,45;1038,90;Fernando Peña
V00574;Quito;30/05/2025;Cocineta;1;943,98;943,98;José Luis Solórzano
V00575;Cuenca;03/08/2025;Televisión;4;382,50;1530,00;Ramiro Zambrano
V00576;Quito;26/07/2025;Televisión;3;560,36;1681,08;Ramiro Zambrano
V00577;Quito;20/02/2025;Refrigeradora;2;324,07;648,14;Ramiro Zambrano
V00578;Cuenca;18/06/2025;Refrigeradora;5;163,86;819,30;Andrés Villón
V00579;Quito;20/05/2025;Aire Acondicionado;5;528,25;2641,25;Gabriela Cárdenas
V00580;Quito;30/06/2025;Cafetera;3;454,87;1364,61;José Luis Solórzano
V00581;Cuenca;19/02/2025;Cafetera;1;319,21;319,21;Fernando Peña
V00582;Cuenca;09/07/2025;Batidora;3;58,89;176,67;Ramiro Zambrano
V00583;Quito;10/07/2025;Cocineta;1;20,91;20,91;Paola Vélez
V00584;Quito;19/06/2025;Televisión;4;21,74;86,96;Lucía Muñoz
V00585;Guayaquil;08/07/2025;Ventilador;5;600,02;3000,10;José Luis Solórzano
V00586;Guayaquil;31/05/2025;Aire Acondicionado;4;54,10;216,40;José Luis Solórzano
V00587;Quito;24/06/2025;Batidora;3;208,41;625,23;Fernando Peña
V00588;Guayaquil;03/08/2025;Refrigeradora;5;347,36;1736,80;Ramiro Zambrano
V00589;Guayaquil;23/01/2025;Aire Acondicionado;1;417,28;417,28;María José Andrade
V00590;Cuenca;08/02/2025;Televisión;2;149,78;299,56;María José Andrade
V00591;Guayaquil;05/04/2025;Televisión;4;218,20;872,80;Gabriela Cárdenas
V00592;Cuenca;11/06/2025;Aire Acondicionado;5;703,67;3518,35;Gabriela Cárdenas
V00593;Quito;09/03/2025;Cocineta;5;696,30;3481,50;María José Andrade
V00594;Quito;18/08/2025;Ventilador;5;909,73;4548,65;Gabriela Cárdenas
V00595;Guayaquil;13/06/2025;Microondas;1;256,62;256,62;Paola Vélez
V00596;Quito;10/04/2025;Batidora;5;524,86;2624,30;Ramiro Zambrano
V00597;Guayaquil;12/02/2025;Licuadora;5;447,17;2235,85;José Luis Solórzano
V00598;Quito;17/05/2025;Microondas;2;793,56;1587,12;Fernando Peña
V00599;Guayaquil;11/02/2025;Ventilador;2;395,82;791,64;Gabriela Cárdenas
V00600;Quito;04/08/2025;Microondas;5;379,98;1899,90;Fernando Peña
V00601;Quito;19/03/2025;Lavadora;4;156,79;627,16;Ramiro Zambrano
V00602;Quito;10/08/2025;Licuadora;2;931,52;1863,04;Lucía Muñoz
V00603;Cuenca;02/06/2025;Cafetera;1;168,94;168,94;Ramiro Zambrano
V00604;Quito;31/07/2025;Aire Acondicionado;1;86,85;86,85;Lucía Muñoz
V00605;Guayaquil;28/01/2025;Lavadora;2;590,94;1181,88;María José Andrade
V00606;Cuenca;07/05/2025;Lavadora;5;938,51;4692,55;José Luis Solórzano
V00607;Quito;19/01/2025;Cocineta;2;479,32;958,64;Lucía Muñoz
V00608;Quito;01/08/2025;Batidora;3;447,90;1343,70;Ramiro Zambrano
V00609;Guayaquil;21/02/2025;Aire Acondicionado;5;401,65;2008,25;Paola Vélez
V00610;Guayaquil;19/01/2025;Cocineta;4;815,73;3262,92;Andrés Villón
V00611;Cuenca;03/08/2025;Lavadora;3;333,45;1000,35;Andrés Villón
V00612;Cuenca;09/07/2025;Ventilador;1;644,80;644,80;María José Andrade
V00613;Guayaquil;25/06/2025;Cafetera;4;607,79;2431,16;Gabriela Cárdenas
V00614;Guayaquil;17/06/2025;Microondas;2;672,66;1345,32;José Luis Solórzano
V00615;Cuenca;16/02/2025;Microondas;2;767,11;1534,22;Lucía Muñoz
V00616;Guayaquil;07/02/2025;Refrigeradora;5;319,41;1597,05;Andrés Villón
V00617;Quito;14/06/2025;Refrigeradora;4;440,15;1760,60;Gabriela Cárdenas
V00618;Quito;18/01/2025;Cafetera;2;848,48;1696,96;Andrés Villón
V00619;Guayaquil;11/05/2025;Cocineta;2;756,15;1512,30;José Luis Solórzano
V00620;Quito;24/02/2025;Cocineta;4;119,38;477,52;José Luis Solórzano
V00621;Quito;20/08/2025;Refrigeradora;5;365,88;1829,40;María José Andrade;
V00622;Cuenca;05/06/2025;Televisión;2;431,25;862,50;Andrés Villón
V00623;Guayaquil;27/05/2025;Aire Acondicionado;2;408,97;817,94;Fernando Peña
V00624;Guayaquil;15/01/2025;Televisión;4;305,79;1223,16;Fernando Peña
V00625;Cuenca;13/06/2025;Batidora;1;721,99;721,99;José Luis Solórzano
V00626;Quito;16/08/2025;Aire Acondicionado;3;518,11;1554,33;Paola Vélez
V00627;Guayaquil;13/07/2025;Aire Acondicionado;1;646,08;646,08;Gabriela Cárdenas
V00628;Guayaquil;22/07/2025;Lavadora;4;609,63;2438,52;Lucía Muñoz
V00629;Guayaquil;15/07/2025;Ventilador;5;84,84;424,20;María José Andrade
V00630;Quito;30/06/2025;Ventilador;3;58,36;175,08;Andrés Villón
V00631;Guayaquil;07/08/2025;Cafetera;2;616,40;1232,80;Andrés Villón
V00632;Quito;10/02/2025;Batidora;5;274,03;1370,15;Fernando Peña
V00633;Quito;24/01/2025;Ventilador;5;876,24;4381,20;María José Andrade
V00634;Cuenca;26/06/2025;Aire Acondicionado;5;424,26;2121,30;María José Andrade
V00635;Quito;06/06/2025;Licuadora;4;460,09;1840,36;Fernando Peña
V00636;Cuenca;14/07/2025;Televisión;1;271,08;271,08;Andrés Villón
V00637;Quito;23/02/2025;Microondas;5;184,54;922,70;Andrés Villón
V00638;Cuenca;11/01/2025;Ventilador;3;645,69;1937,07;María José Andrade
V00639;Cuenca;21/06/2025;Refrigeradora;3;560,59;1681,77;José Luis Solórzano
Cuenca;15/08/2025;Lavadora;3;135,39;406,17;José Luis Solórzano
V00641;Quito;18/01/2025;Aire Acondicionado;1;504,34;504,34;Andrés Villón
V00642;Cuenca;03/04/2025;Aire Acondicionado;4;535,97;2143,88;Ramiro Zambrano
V00643;Guayaquil;30/03/2025;Refrigeradora;5;157,76;788,80;Andrés Villón
V00644;Guayaquil;04/05/2025;Refrigeradora;1;795,77;795,77;Gabriela Cárdenas
V00645;Guayaquil;22/05/2025;Cocineta;5;921,25;4606,25;Andrés Villón
V00646;Guayaquil;13/04/2025;Lavadora;5;386,69;1933,45;Andrés Villón
V00647;Quito;28/02/2025;Licuadora;3;610,93;1832,79;Andrés Villón
V00648;Guayaquil;20/05/2025;Televisión;3;407,81;1223,43;Ramiro Zambrano
V00649;Guayaquil;21/08/2025;Ventilador;5;736,13;3680,65;Gabriela Cárdenas
V00650;Cuenca;17/04/2025;Aire Acondicionado;1;870,41;870,41;Fernando Peña
V00651;Cuenca;31/07/2025;Licuadora;3;698,20;2094,60;Ramiro Zambrano
V00652;Cuenca;22/04/2025;Televisión;5;623,34;3116,70;José Luis Solórzano
V00653;Cuenca;25/03/2025;Ventilador;2;582,10;1164,20;María José Andrade
V00654;Quito;23/05/2025;Refrigeradora;3;185,32;555,96;Lucía Muñoz
